PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,Grover; S; Dua; D; Shouan; A; Nehra; R; Avasthi; A,,,,Grover; Sandeep; Dua; Devakshi; Shouan; Anish; Nehra; Ritu; Avasthi; Ajit,,,Perceived stress and barriers to seeking help from mental health professionals among trainee doctors at a tertiary care centre in North India,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Stress; Trainees; Help-seeking; Barriers,RESIDENT FATIGUE; MEDICAL-STUDENTS; DISTRESS; ASSOCIATION; BURNOUT; EMPATHY; IMPACT,Objectives: To assess the level and causes of perceived stress; and the barriers to seeking help from mental health professionals among Resident doctors at a tertiary care centre in North India. Materials and methods: A 17 item questionnaire; requiring about 5-6 minutes for completion was used to carry out the survey. Results: Out of the 1300 Residents currently working in the institute; 442 (32%) Residents participated in the survey. Most of the participants were post-graduate trainees. In terms of level of stress related to the work/workplace; moderate and severe stress was perceived by 42.8% and 39.1% of respondents. The stress was attributed mainly to long working hours (66.2%); lack of off-days (52.3%); poor work environment (35.4%) and academic pressure (41.3%). Nearly three-fourths of the respondents considered that the stress was taking a toll on their physical as well as mental health. However; only about 13% had sought help from mental health professionals within or outside the institute. The main barriers reported for not seeking help from mental health professionals included stigma of being labeled as mentally ill (54.6%); being labeled as weak amongst their peers (58.1%) and lack of time to seek consultation among others (43.1%). Conclusions: Trainee doctors face significant levels of stress during their training program. However; few seek help. There is an unsaid need to address various issues pertaining to training; work environment and attitudes towards seeking help.,[Grover; Sandeep; Dua; Devakshi; Shouan; Anish; Nehra; Ritu; Avasthi; Ajit] Post Grad Inst Med Educ & Res; Dept Psychiat; Chandigarh 160012; India,Grover; S (corresponding author); Post Grad Inst Med Educ & Res; Dept Psychiat; Chandigarh 160012; India.,drsandeepg2002@yahoo.com,,,,,,24,4,4,2,6,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,143,149,,10.1016/j.ajp.2018.12.020,,,7,Psychiatry,Psychiatry,HI6AO,WOS:000456535700034,30639973,,,,05/12/2020
J,Noorbakhshnia; M; Zarrinimehr; N,,,,Noorbakhshnia; Maryam; Zarrinimehr; Nahid,,,The role of nucleus accumbens shell on acquisition and retrieval stages of morphine state dependent learning,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Nucleus accumbens; Morphine; Lidocaine; Passive avoidance learning; State dependent learning; Rat,PREFRONTAL CORTEX; PLACE PREFERENCE; MEMORY; COCAINE; CORE; CONSOLIDATION; INACTIVATION; EXPRESSION; DOPAMINE; NEURONS,Aim: In the present study; the effect of transient inactivation of the shell subregion of the nucleus accumbens (NAC shell) by lidocaine on the acquisition and retrieval stages of passive avoidance learning (PAL) and memory and morphine state-dependent learning (SDL) in male wistar rats was investigated. Methodology: Adult male wistar rats weighing (220-250 g) were used. Lidocaine hydrochloride was bilaterally injected into the shell area of the nucleus accumbens 5 min before of subcutaneous morphine administration. Results: pre-training and pre-test infusion of lidocaine into the NAC shell significantly impaired PAL and memory. Furthermore; Pre-training administration of morphine (5 mg/kg; s.c.) in a step-through passive avoidance task induced state-dependent learning with impaired memory retrieval on the WA day. The impairment of memory was restored after pre-test administration of the same dose of morphine. This phenomenon has been named as morphine state dependent learning (SDL). Moreover; Pre-training and pre-test inactivation of the NAC shell impaired morphine SDL. Conclusions: The results suggest the role of NAC shell as a common structure in the PAL and morphine SDL. It is suggested that NAC shell as a common area plays a critical role in the acquisition and retrieval stages of PAL and also morphine SDL.,[Noorbakhshnia; Maryam; Zarrinimehr; Nahid] Univ Isfahan; Fac Sci; Dept Biol; Hezarjerib Ave;Azadi Sq; Esfahan 8174673441; Iran,Noorbakhshnia; M (corresponding author); Univ Isfahan; Fac Sci; Dept Biol; Hezarjerib Ave;Azadi Sq; Esfahan 8174673441; Iran.,mnoorbakhshnia@yahoo.com,,,graduate office of the University of Isfahan [14342],This work was approved by grant no. 14342; and was supported by the graduate office of the University of Isfahan.,,45,3,3,1,2,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,150,156,,10.1016/j.ajp.2018.12.010,,,7,Psychiatry,Psychiatry,HI6AO,WOS:000456535700035,30639974,,,,05/12/2020
J,Wong; AWS; Ting; KT; Chen; EYH,,,,Wong; Agatha W. S.; Ting; K. T.; Chen; Eric Y. H.,,,Group cognitive behavioural therapy for Chinese patients with psychotic disorder: A feasibility controlled study,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Group cognitive behavioural therapy; Group therapy; Psychotic disorder; Psychosis; Chinese,RANDOMIZED CONTROLLED-TRIAL; AUDITORY HALLUCINATIONS; VOICES; SYMPTOMS; SCHIZOPHRENIA; OMNIPOTENCE; RESISTANT,Aim: Evidence for the effectiveness of individual cognitive behavioural therapy for psychosis (CBTp) is promising but evidence for presenting CBTp in a group setting and in the Asian context is limited. The present study is to evaluate the feasibility and effectiveness of Group CBTp in clinical practice. Method: Forty-eight out-patients and day-patients with the schizophrenia spectrum disorders were recruited and randomly assigned to the group CBTp plus treatment as usual (TAU); or psychoeducation group (PsyEdI) plus TAU. Both interventions consisted of 7 consecutive weekly sessions with a booster session 4 weeks after the last session. Patients were assessed on outcome measures such as the Psychotic Symptom Rating Scales (PSYRATS); the Beck Depression Inventory (BDI); a Chinese version of the Beliefs About Voice Questionnaire-Revised version (BAVQ-R); at baseline and after treatment. Results: Patients received group CBTp (n = 25) showed significantly greater improvement in their delusion compared with those receiving PsyEdI (n = 23). Nearly 61% of patients in the group CBTp showed at least 50% reduction on their score of delusion in the PSYRATS. Group CBTp was also found to be effective in reducing patients' dysfunctional beliefs towards voices; especially in the subscale of benevolence and omnipotence; their conviction on delusion; as well as their distress from positive psychotic symptoms. Conclusion: Group CBTp can be an effective adjunctive psychological intervention in improving positive psychotic experiences among people with persistent psychotic symptoms; and can be applied in routine clinical practice.,[Wong; Agatha W. S.; Ting; K. T.] Kowloon Hosp; Dept Psychiat; Clin Psychol Serv; Hong Kong; Peoples R China; [Chen; Eric Y. H.] Univ Hong Kong; Dept Psychiat; Hong Kong; Peoples R China,Wong; AWS (corresponding author); Kowloon Hosp; Dept Psychiat; Clin Psychol Serv; Kowloon; 147A Argyle St; Hong Kong; Peoples R China.,agathaws@hotmail.com,,,,,,42,2,2,1,7,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,157,164,,10.1016/j.ajp.2018.12.015,,,8,Psychiatry,Psychiatry,HI6AO,WOS:000456535700036,30639991,,,,05/12/2020
J,Kapur; V; Nadella; RK; Raghuraman; BS; Saraf; G; Mishra; S; Srinivasmurthy; N; Jain; S; Del Zompo; M; Viswanath; B,,,,Kapur; Vaisnvy; Nadella; Ravi Kumar; Raghuraman; Bharathram Sathur; Saraf; Gayatri; Mishra; Shree; Srinivasmurthy; Nithyananda; Jain; Sanjeev; Del Zompo; Maria; Viswanath; Biju,,,Clinical factors associated with lithium treatment response in bipolar disorder patients from India,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Bipolar disorder; Lithium; Clinical predictors; Treatment response,OBSESSIVE-COMPULSIVE DISORDER; PROPHYLACTIC LITHIUM; SCHIZOPHRENIA; VALIDATION; STILL,"Background: Bipolar Disorder (BD) is a chronic and disabling psychiatric illness with waxing and waning course. Lithium is the mainstay of treatment for Bipolar disorder (BD). There is limited literature on the clinical markers of Lithium treatment response from south Asia. Methods: Two hundred and ten individuals with BD I and a history of at least 6 months of treatment with Lithium were recruited from the outpatient services of the National Institute of Mental Health and Neurosciences (NIMHANS) after obtaining informed consent. A diagnosis of BD I was made according to the DSM-IV criteria. The characterization of response to lithium prophylaxis was done using NIMH Retrospective Life Chart and ""Retrospective Criteria of Long Term Treatment Response in Research Subjects with Bipolar Disorder"" scale. Results: There were 132 (62.86%) good responders and 78 (37.14%) non-responders. Good responders were noted to have less number of hospitalizations and more onset episode of depression than non-responders. Using continuous phenotype; Lithium response was inversely correlated with total number of episodes; number of episodes of mania/depression; number of hospitalisations and presence of suicide attempt. Multivariate analysis only revealed number of episodes and hospitalization to be associated with Lithium response. Conclusion: Our Lithium response rates were higher than what have been reported in the few previous studies. Illness severity was the only factor associated with Lithium response. There is a need to examine this question in larger prospective samples and to focus on biological/molecular markers of treatment response.",[Kapur; Vaisnvy] NIMHANS; Dept Clin Psychol; Bengaluru; India; [Nadella; Ravi Kumar; Raghuraman; Bharathram Sathur; Saraf; Gayatri; Mishra; Shree; Jain; Sanjeev; Viswanath; Biju] NIMHANS; Dept Psychiat; Bengaluru; India; [Srinivasmurthy; Nithyananda] NIMHANS; Dept Psychiat Social Work; Bengaluru; India; [Del Zompo; Maria] Univ Cagliari; Dept Biomed Sci; Sect Neurosci & Clin Pharmacol; Lab Pharmacogenom; Cagliari; Italy; [Del Zompo; Maria] Teaching Hosp; Unit Clin Pharmacol; Cagliari; Italy,Viswanath; B (corresponding author); NIMHANS; Dept Psychiat; Bengaluru; India.,bijuv@ncbs.res.in,Saraf; Gayatri/AAA-2319-2019,Viswanath; Biju/0000-0002-7317-1789; Sathur Raghuraman; Bharathram/0000-0001-8852-0112,Department of Science and Technology; Government of India through the DST-INSPIRE Faculty FellowshipDepartment of Science & Technology (India) [00671; IFA-12-LSBM-44]; Indian Council of Medical ResearchIndian Council of Medical Research (ICMR); Accelerator program for discovery in brain disorders using stem cells (ADBS); Department of Biotechnology; Government of IndiaDepartment of Biotechnology (DBT) India; Pratiksha trust,This work was part of 'Imaging-genomics approach to identify molecular markers of Lithium response in Bipolar disorder' project sponsored by Department of Science and Technology; Government of India through the DST-INSPIRE Faculty Fellowship awarded to Dr. Biju Viswanath (Project number 00671; Code: IFA-12-LSBM-44). VK was funded by the same project. NS was funded by the Indian Council of Medical Research. RKN was funded by the Accelerator program for discovery in brain disorders using stem cells (ADBS) (jointly funded by the Department of Biotechnology; Government of India; and the Pratiksha trust).,,31,5,5,0,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,165,168,,10.1016/j.ajp.2018.04.006,,,4,Psychiatry,Psychiatry,HI6AO,WOS:000456535700037,29636228,,,,05/12/2020
J,Sahni; S; Tickoo; M; Gupta; R; Vaswani; M; Ambekar; A; Grover; T; Sharma; A,,,,Sahni; Shweta; Tickoo; Mayanka; Gupta; Ranjan; Vaswani; Meera; Ambekar; Atul; Grover; Tripti; Sharma; Arundhati,,,Association of serotonin and GABA pathway gene polymorphisms with alcohol dependence: A preliminary study,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Alcohol dependence; Serotonin; GABA; Polymorphisms; Association; 5-HTTLPR; STin2 VNTR,GAMMA-AMINOBUTYRIC-ACID; TRANSPORTER GENE; VARIANTS; DOPAMINE; GENOTYPE; CLUSTER; ALPHA-6; GABRA2; ALLELE; ABUSE,Background: Alcohol dependence (AD); characterized by profound disruptions in specific circuits of the brain is influenced by both environmental; which play a significant role in developing addiction and genetic factors; which make some individuals more susceptible to disruptions. Various polymorphisms in the neurotransmitter genes are reported to increase the risk of developing dependence. The present study aimed to identify association of serotonin and GABA polymorphisms with AD in Indian subjects. Method: The study group comprised of 141 AD cases recruited as per DSM IV TR criteria from the outpatient Department of Psychiatry and 110 volunteers from the general population. Clinical and family history was noted and 5 ml blood drawn for genetic studies. Polymorphisms 5-HTTLPR and STin2 of serotonin and rs2279020 and rs3219151 of the GABA pathway were analyzed and results correlated with age at first use quantity consumed; duration of use; dependence and age at onset of dependence. Results: The marker frequencies were similar between cases and controls except for rs3219151. 5-HTTLPR was significantly associated with high AUDIT scores and alcohol intake (p < 0.0001); GABA A rs2279020 and rs3219151 with age at first use (p < 0.0001); rs2279020 with higher AUDIT score (p = 0.002) and rs3219151 with quantity (p = 0.0001). High frequency of GABRA6 rs3219151 TT genotype in AD and its association with lower age at first use; higher intake/day; and higher duration of dependence appears to confer risk. Conclusions: This preliminary study; though on a smaller sample size; suggests an association of 5-HTTLPR and GABA A receptor polymorphisms with AD in our population.,[Sahni; Shweta; Tickoo; Mayanka; Gupta; Ranjan; Grover; Tripti; Sharma; Arundhati] AIIMS; Lab Cytomol Genet; Dept Anat; New Delhi 110029; India; [Vaswani; Meera; Ambekar; Atul] AIIMS; Dept Psychiat; Natl Drug Dependence Treatment Ctr; New Delhi 110029; India; [Vaswani; Meera] Univ Minnesota; Minneapolis; MN 55455 USA,Sharma; A (corresponding author); AIIMS; Lab Cytomol Genet; Dept Anat; New Delhi 110029; India.,sahni.tina@gmail.com; drmayankatickoo@gmail.com; rnjangupta@gmail.com; meera.vaswani@gmail.com; atul.ambekar@gmail.com; tripti.grover@gmail.com; arundhatisharma1@gmail.com,,,Indian Council of Medical Research (ICMR)Indian Council of Medical Research (ICMR) [ICMR- 54/2/2011-BMS],The Authors thank all subjects for their participation. The study was supported by a financial grant provided by the Indian Council of Medical Research (ICMR) (ICMR- 54/2/2011-BMS); India.,,36,2,2,0,1,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,169,173,,10.1016/j.ajp.2018.04.023,,,5,Psychiatry,Psychiatry,HI6AO,WOS:000456535700038,29673739,,,,05/12/2020
J,Ashok; A; Naaz; S; Kota; LN; Sen; S; Purushottam; M; Faruq; M; Kumari; R; Yadav; V; Kannan; R; Jain; S; Panicker; MM; Viswanath; B,,,,Ashok; Aparna; Naaz; Safoora; Kota; Lakshmi Narayanan; Sen; Somdatta; Purushottam; Meera; Faruq; Mohammed; Kumari; Renu; Yadav; Vinod; Kannan; Ramakrishnan; Jain; Sanjeev; Panicker; Mitradas M.; Viswanath; Biju,,,Does retinoic acid reverse cell cycle dysregulation in Alzheimer's disease lymphocytes?,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Alzheimer's disease; B-lymphocytes; Cell cycle; Dysregulation; Genes; Retinoic acid,EXPRESSION; DIFFERENTIATION; REGULATORS; TARGETS,Aberrant re-entry of neurons into cell cycle appears to be an early event in Alzheimer's disease (AD) and targeting this dysregulation may have therapeutic potential. We have examined whether cell cycle dysregulation in AD can be detected using patient and control derived B-lymphocytes. Cell cycle analysis using flow cytometry demonstrated that cell cycle dysregulation occurs in AD lymphocytes; with a significant difference in the distribution of cells in GO/G1; S and G2/M phases of cell cycle as compared to control lymphocytes. Using global gene expression analysis by RNA sequencing and cell cycle analysis; we examined the role of Retinoic Acid (RA); a candidate molecule predicted to be of therapeutic potential in cell cycle dysregulation associated with AD. CCND1; CCNE2; E2F transcription factors which are known to be dysregulated in AD were among the 32 genes that showed differential expression in response to RA treatment thus suggesting a protective role of RA. However; the cell cycle analysis demonstrated that RA did not reverse the cellular phenotype in AD lymphocytes. This suggests that though RA might have a protective role by influencing the expression of cell cycle genes; it might not be able to arrest abnormal re-entry into cell cycle.,[Ashok; Aparna; Naaz; Safoora; Kota; Lakshmi Narayanan; Sen; Somdatta; Purushottam; Meera; Kannan; Ramakrishnan; Jain; Sanjeev; Viswanath; Biju] Natl Inst Mental Hlth & Neurosci; Bangalore; Karnataka; India; [Jain; Sanjeev; Panicker; Mitradas M.] Natl Ctr Biol Sci; Bangalore; Karnataka; India; [Faruq; Mohammed; Kumari; Renu; Yadav; Vinod] Genom & Mol Med CSIR IGIB; Mall Rd; New Delhi; India; [Yadav; Vinod] Broad Inst MIT & Harvard; Cambridge; MA 02142 USA; [Yadav; Vinod] MIT; Comp Sci & Artificial Intelligence Lab; 77 Massachusetts Ave; Cambridge; MA 02139 USA,Viswanath; B (corresponding author); Natl Inst Mental Hlth & Neurosci; Bangalore; Karnataka; India.,aparna.ashok.08@gmail.com; safooranaaz1@gmail.com; lakshmineuroscience@gmail.com; sen.somdatta@gmail.com; meera.purushottam@gmail.com; faruq.mohd@igib.in; renu.Kumari@igib.in; vinodyadav2083@gmail.com; kramkrishnak@gmail.com; docsanjeev.jain@gmail.com; panic@ncbs.res.in; bijuv1@gmail.com,; Yadav; Vinod/J-9279-2014,Kannan; Ramakrishnan/0000-0001-7717-0516; Purushottam; Meera/0000-0002-4000-268X; Viswanath; Biju/0000-0002-7317-1789; Yadav; Vinod/0000-0001-6450-7036,Department of Biotechnology [BT/01/CEIB/11/VI/11]; INSPIRE fellowship of the Department of Science and Technology; Government of India; Accelerator program for discovery in brain disorders using stem cells (ADBS); Department of Biotechnology; Government of IndiaDepartment of Biotechnology (DBT) India; Pratiksha trust; Ramalingaswamy re-entry fellowship of the Department of Biotechnology; Government of India,The authors thank Department of Biotechnology (BT/01/CEIB/11/VI/11) funded Centre of Excellence grant for research funding; SS was funded by INSPIRE fellowship of the Department of Science and Technology; Government of India. LNK was funded by the Accelerator program for discovery in brain disorders using stem cells (ADBS) (jointly funded by the Department of Biotechnology; Government of India; and the Pratiksha trust). RK is funded by the Ramalingaswamy re-entry fellowship of the Department of Biotechnology; Government of India.,,31,3,3,0,1,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,174,177,,10.1016/j.ajp.2018.08.010,,,4,Psychiatry,Psychiatry,HI6AO,WOS:000456535700039,30139662,,,,05/12/2020
J,Kaur; G; Chavan; BS; Gupta; D; Sinhmar; V; Prasad; R; Tripathi; A; Garg; PD; Gupta; R; Khurana; H; Gautam; S; Margoob; MA; Aneja; J,,,,Kaur; Gurjit; Chavan; Bir Singh; Gupta; Deepti; Sinhmar; Vikas; Prasad; Rajendra; Tripathi; Adarsh; Garg; P. D.; Gupta; Rajiv; Khurana; Hitesh; Gautam; Shiv; Margoob; Mushtaq Ahmed; Aneja; Jitender,,,An association study of dopaminergic (DRD2) and serotoninergic (5-HT2) gene polymorphism and schizophrenia in a North Indian population,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Schizophrenia; Genetic association; DRD2; 5-HT2,D2 RECEPTOR GENE; MAJOR DEPRESSIVE DISORDER; T102C POLYMORPHISM; BIPOLAR DISORDER; CANDIDATE GENES; HAN-CHINESE; HTR2A GENE; SUSCEPTIBILITY; RS1800497; VARIANTS,The aim of this study was to investigate whether single nucleotide polymorphisms (SNPs) in DRD2 and 5-HT2 receptor genes are associated with schizophrenia in North Indian population. Four hundred forty-three patients who ma ICD10-DCR criteria for schizophrenia were enrolled from six participating centers along with 443 genetically related healthy subjects and 150 genetically unrelated healthy participants. A total of 7 gene polymorphisms from DRD2 (rs1800497; rs1079597; rs1800498; rs1801028) and 5-HT2 A (rs6313; rs6311; rs6305) were genotyped for their association with schizophrenia. No significant difference was found in frequency of various genotypes and alleles of the studied markers for DRD2 and 5-HT2 A genes between the cases and their genetic controls. However; significant differences were noted for rs1079597 genotype (Taq1B; p = 0.039) and its allele frequencies (p = 0.029) in persons with schizophrenia and the unrelated healthy controls. The DRD2 (Taql A-B-D) and 5-HT2 A (rs6311-rs6313-rs6305) haplotype frequencies differed significantly for A2B1D2 [p = 0.038; OR = 0.685 (95%CI = 0.479-0.981)] and ACC [p = 0.001; OR = 0.621 (95%CI = 0.461-0.838)] for the cases vs genetically related healthy controls. Similarly; significant difference was observed for the frequencies of GCC [p = 0.006; OR = 0.692 (95%CI = 0.532-0.900)] and ACC [p < 0.001; OR = 3.622 (95%CI = 1.73-7.585)] in the cases and unrelated healthy controls. Unlike previous research from India as well as abroad; the predominance of B1 allele of rsl 079597 in patients with schizophrenia and absence of Cys311 in all study participants is a salient difference. Concluding; the B2 allele of rs1079597 may increase the risk of schizophrenia while the A2B1D2 haplotype may be protective in North Indian population.,[Kaur; Gurjit] Govt Med Coll & Hosp; Dept Physiol; Sect 32; Chandigarh; India; [Chavan; Bir Singh] Govt Med Coll & Hosp; Dept Psychiat; Sect 32; Chandigarh; India; [Gupta; Deepti; Sinhmar; Vikas] Govt Med Coll & Hosp; Genet Ctr; Sect 32; Chandigarh; India; [Prasad; Rajendra] Postgrad Inst Med Educ & Res; Dept Biochem; Sect 12; Chandigarh; India; [Tripathi; Adarsh] King Georges Med Univ; Dept Psychiat; Lucknow; Uttar Pradesh; India; [Garg; P. D.] Govt Med Coll; Dept Psychiat; Amritsar; Punjab; India; [Gupta; Rajiv; Khurana; Hitesh] Postgrad Inst Med Sci; Dept Psychiat; Rohtak; Haryana; India; [Gautam; Shiv] SMS Med Coll & Hosp; Dept Psychiat; Jaipur; Rajasthan; India; [Margoob; Mushtaq Ahmed] Govt Med Coll; Dept Psychiat; Srinagar; Jammu & Kashmir; India; [Aneja; Jitender] All India Inst Med Sci; Dept Psychiat; Jodhpur; Rajasthan; India,Aneja; J (corresponding author); All India Inst Med Sci; Dept Psychiat; Jodhpur; Rajasthan; India.,anejajitender@gmail.com,Tripathi; Adarsh/AAP-9697-2020,Tripathi; Adarsh/0000-0002-3885-6475; Aneja; Jitender/0000-0002-8810-3308,Indian Council of Medical Research (ICMR); New Delhi; IndiaIndian Council of Medical Research (ICMR) [58/27/2008-BMS],This study was supported by a research grant from the Indian Council of Medical Research (ICMR); New Delhi; India (Ref. No. 58/27/2008-BMS dated 24.03.2011).,,53,4,4,1,5,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,178,184,,10.1016/j.ajp.2018.10.022,,,7,Psychiatry,Psychiatry,HI6AO,WOS:000456535700040,30389402,,,,05/12/2020
J,Westerman; P; Tandon; R,,,,Westerman; Perry; Tandon; Rajiv,,,Improving Neuroscience Literacy of Psychiatrists,ASIAN JOURNAL OF PSYCHIATRY,,,English,Editorial Material,,,,,,,CLINICAL NEUROSCIENCE; FUTURE,,[Westerman; Perry; Tandon; Rajiv] Homer Stryker Western Michigan Univ; Dept Psychiat; Sch Med; 1000 Oakland Dr; Kalamazoo; MI 49008 USA,Tandon; R (corresponding author); WMU Homer Stryker MD Sch Med; Dept Psychiat; 1000 Oakland Dr; Kalamazoo; MI 49008 USA.,tandon@ufl.edu,,,,,,15,0,0,0,0,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JAN,2019,39,,,,,,A1,A1,,10.1016/j.ajp.2019.01.004,,,1,Psychiatry,Psychiatry,HI6AO,WOS:000456535700001,30685047,,,,05/12/2020
J,Choudhary; V; Sinha; VK,,,,Choudhary; Vandana; Sinha; Vinod Kumar,,,Transdiagnostic applications of dialectical behaviour therapy's distress tolerance skills in psychological management of OCD,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,DISORDERS; ACCEPTANCE,,[Choudhary; Vandana] All India Inst Med Sci; New Delhi; India; [Sinha; Vinod Kumar] Cent Inst Psychiat; Jharkhand; India,Choudhary; V (corresponding author); All India Inst Med Sci; New Delhi; India.,vandanacp88@gmail.com,,,,,,12,0,0,0,3,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,DEC,2018,38,,,,,,1,2,,10.1016/j.ajp.2018.10.012,,,2,Psychiatry,Psychiatry,HD8FN,WOS:000452790400006,30359843,,,,05/12/2020
J,Park; S; Lee; Y; Lee; ES; Kim; CE,,,,Park; Subin; Lee; Yeeun; Lee; Eun-Sun; Kim; Chul Eung,,,Public recognition of attention-deficit hyperactivity disorder in Korea: Correct identification; causes; treatments; and social distance,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Mental health literacy; ADHD; Social distance; Lay beliefs,MENTAL-HEALTH LITERACY; DEFICIT/HYPERACTIVITY DISORDER; YOUNG-PEOPLE; DEPRESSION; BELIEFS; ADHD; ADOLESCENTS; PREVALENCE; KNOWLEDGE; ATTITUDES,Introduction: To examine the Korean public's recognition of attention deficit hyperactivity disorder (ADHD); its sociodemographic correlates; and its implications for lay beliefs and social attitudes. Methods: Six hundred seventy-three Korean adults were recruited for an online survey. Participants completed questionnaires on sociodemographic characteristics and their familiarity with ADHD. Participants were then provided with a vignette describing a person with ADHD symptoms; and subsequently were asked to answer whether the person had any sort of problem. Among the 673 participants who were initially recruited; those who recognized any problem responded to subsequent questions concerning the exact identification of the disorder; their beliefs about its etiology and treatment; and their preferences for social distance. Results: It was found that 30.8% of participants perceived no problem and that 23.9% of those who did recognize a problem correctly identified ADHD as the diagnosis. Female gender; younger age; higher family income; higher education level; and having had any acquaintance with ADHD were associated with the correct identification of ADHD. The correct identification of ADHD was positively associated with behavioral/discipline beliefs and decreased social distance toward persons with ADHD; whereas it was negatively associated with beliefs concerning diet and personal characteristics. Discussion: The present study highlights the importance of the accurate recognition of ADHD in relation to appropriate beliefs about its etiology; treatment strategies; and better social attitudes toward persons with ADHD.,[Park; Subin; Lee; Yeeun; Kim; Chul Eung] Natl Ctr Mental Hlth; Mental Hlth Res Inst; Dept Res Planning; 127 Yongmasan Ro; Seoul 04933; South Korea; [Lee; Eun-Sun] Korea Univ; Dept Psychol; Seoul; South Korea,Park; S (corresponding author); Natl Ctr Mental Hlth; Mental Hlth Res Inst; Dept Res Planning; 127 Yongmasan Ro; Seoul 04933; South Korea.,subin-21@hanmail.net,,Lee; Eun-Sun/0000-0002-8871-9778,National Center for Mental Health; South Korea [R2018-A],This work was supported by the National Center for Mental Health; South Korea [grant number R2018-A].,,47,4,4,0,5,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,DEC,2018,38,,,,,,3,8,,10.1016/j.ajp.2018.10.016,,,6,Psychiatry,Psychiatry,HD8FN,WOS:000452790400007,30359845,,,,05/12/2020
